ShipID,DockID,ArrivalDate,DepartureDate
6204,9,2021-01-05,2023-10-14
4792,141,2022-10-27,2024-06-28
8932,18,2023-01-14,2024-08-22
3886,155,2022-08-14,2023-12-31
2972,129,2021-04-05,2023-09-20
5142,98,2023-06-18,2024-10-28
5356,148,2020-09-09,2024-08-04
4458,151,2024-08-31,2024-10-19
3955,37,2023-06-16,2024-08-03
5158,27,2024-06-18,2024-09-13
4023,62,2023-04-25,2024-09-01
3068,146,2022-04-09,2024-07-02
4992,50,2022-09-07,2024-09-16
9939,192,2021-09-14,2024-02-06
3644,105,2022-06-02,2023-04-28
1388,154,2021-01-23,2023-08-27
8264,9,2022-07-06,2024-05-13
3855,155,2021-01-05,2022-04-09
334,83,2020-08-12,2023-07-03
3073,106,2020-11-13,2021-08-17
7188,7,2020-07-19,2022-02-09
2769,88,2022-06-04,2024-06-15
4360,96,2023-09-06,2024-09-16
7999,44,2021-09-13,2023-12-20
6768,56,2021-04-19,2023-07-25
901,84,2023-11-10,2024-09-23
3598,102,2021-07-23,2022-04-03
914,139,2024-04-30,2024-06-27
43,177,2023-07-07,2024-02-16
3185,111,2020-09-02,2023-08-10
4503,191,2023-07-27,2024-09-12
2047,87,2024-04-23,2024-09-26
1711,63,2022-08-21,2022-11-10
8824,113,2024-12-19,2024-12-24
5807,91,2024-12-26,2024-12-31
7718,32,2024-08-18,2024-12-30
6943,41,2022-05-11,2022-11-14
6837,130,2021-01-20,2023-10-04
7770,70,2022-03-02,2024-05-11
6763,58,2022-11-22,2023-03-29
4827,135,2022-09-05,2024-06-02
7871,158,2024-02-06,2024-06-29
1580,155,2023-09-22,2024-06-27
7644,138,2022-02-07,2022-10-02
5307,127,2022-10-31,2024-05-28
6998,162,2022-04-24,2022-09-22
8661,79,2022-01-09,2024-10-05
2069,33,2021-03-05,2021-08-17
9592,70,2020-12-30,2022-06-07
648,180,2021-03-19,2022-04-14
2231,10,2020-01-23,2021-04-12
9698,197,2021-07-26,2021-08-30
2411,12,2022-02-17,2024-03-04
2703,128,2020-07-04,2022-11-19
6716,77,2021-09-06,2024-01-20
4286,102,2020-02-07,2021-06-17
6234,17,2021-11-06,2023-06-19
1627,52,2021-07-02,2021-08-11
7674,170,2024-06-16,2024-10-17
276,53,2024-10-30,2024-10-30
2742,37,2022-08-28,2024-02-29
2088,161,2021-12-16,2024-10-09
6012,136,2021-10-14,2023-12-17
6522,132,2022-02-18,2024-05-02
2889,57,2020-08-27,2021-12-02
8065,167,2022-08-31,2024-08-12
2017,75,2023-12-27,2024-10-02
2041,92,2021-01-17,2024-11-30
9209,19,2024-05-07,2024-12-30
1345,138,2022-07-25,2023-05-14
7231,101,2024-06-12,2024-12-19
1346,76,2024-11-26,2024-12-03
7335,87,2023-04-11,2023-04-26
5893,189,2024-04-23,2024-09-16
3125,55,2020-09-14,2020-12-26
221,33,2020-09-03,2023-02-10
8537,111,2022-12-24,2024-10-17
855,45,2022-11-13,2024-06-05
4272,142,2023-01-02,2024-02-15
7393,140,2021-02-14,2023-06-02
2022,102,2022-01-17,2024-07-14
8697,97,2022-09-28,2023-10-14
63,135,2021-09-12,2024-07-11
6605,121,2023-11-09,2024-03-02
2155,30,2020-08-28,2024-10-22
6911,38,2020-09-23,2023-08-16
9488,198,2022-10-15,2023-10-26
5942,133,2023-07-26,2024-01-27
5292,52,2024-08-28,2024-11-09
606,85,2024-12-15,2024-12-28
2176,64,2024-05-19,2024-08-16
7450,164,2020-01-11,2021-04-06
482,113,2024-11-08,2024-11-17
2963,82,2023-06-06,2024-09-04
7245,2,2023-07-06,2024-11-17
6902,185,2021-10-13,2024-10-24
4746,60,2020-12-17,2021-08-13
4255,135,2022-01-20,2022-12-26
3774,140,2020-09-04,2022-04-06
908,82,2023-08-20,2024-08-29
2006,198,2024-03-02,2024-03-14
2909,185,2024-04-22,2024-05-05
335,66,2023-02-25,2024-10-04
4965,108,2021-02-11,2021-09-16
5649,72,2023-03-31,2024-07-29
1947,120,2021-11-07,2024-03-03
4499,78,2020-03-14,2024-11-12
7246,169,2024-07-06,2024-09-29
286,110,2022-12-16,2024-12-15
6165,16,2020-07-28,2022-12-05
6351,163,2024-04-21,2024-05-12
7891,152,2023-02-01,2023-12-07
4366,122,2020-11-11,2024-03-06
5067,34,2023-04-14,2023-11-25
3163,5,2021-03-12,2023-03-19
8997,146,2021-07-04,2021-12-16
4495,109,2020-06-29,2021-02-16
2712,167,2021-02-02,2022-02-18
1252,159,2023-10-27,2024-02-03
7844,122,2022-05-16,2023-07-30
1380,86,2022-06-10,2022-10-19
2609,176,2024-09-05,2024-12-25
3311,102,2020-09-16,2023-10-30
8833,59,2020-09-20,2024-08-04
4763,175,2020-02-14,2024-08-23
1624,99,2024-10-31,2024-11-06
2559,148,2023-12-17,2024-06-16
5185,101,2020-02-19,2021-06-11
1611,103,2020-05-24,2022-06-10
8571,187,2020-04-12,2023-02-05
3500,186,2024-11-22,2024-12-08
8134,77,2020-05-03,2022-08-06
3486,51,2022-07-14,2024-11-23
6990,153,2021-12-07,2023-04-28
7843,143,2022-07-21,2022-12-17
6243,199,2020-04-04,2020-08-04
5028,86,2022-08-18,2024-10-23
7127,197,2020-03-09,2023-08-25
3912,42,2024-05-21,2024-05-24
1265,167,2022-09-09,2024-04-10
1429,27,2022-12-12,2023-07-12
5050,67,2024-11-26,2024-12-17
4592,18,2020-06-23,2022-09-26
3986,22,2022-05-02,2023-08-15
8028,166,2023-10-30,2024-12-14
5703,99,2024-10-26,2024-12-29
903,43,2020-01-21,2022-12-02
8748,157,2020-06-25,2022-12-24
9658,79,2020-03-16,2022-09-23
1978,123,2021-06-23,2024-01-09
6658,74,2022-10-05,2023-01-10
3879,181,2021-05-02,2024-04-01
7062,33,2023-08-22,2024-02-20
4503,156,2020-08-05,2021-11-21
8442,141,2020-05-04,2022-01-05
3356,125,2020-09-22,2023-04-25
9949,149,2021-08-30,2024-01-20
8682,120,2023-05-05,2024-12-31
3886,41,2023-05-25,2024-10-27
9128,92,2023-10-27,2024-09-23
2512,159,2023-12-30,2024-03-01
7219,159,2024-11-01,2024-11-02
5834,12,2022-12-20,2024-07-14
3082,25,2023-07-05,2023-11-21
9735,10,2022-08-14,2023-03-04
8028,71,2024-03-24,2024-06-07
4955,138,2021-09-01,2022-02-02
9269,114,2021-08-23,2024-06-06
9229,194,2024-01-17,2024-03-15
2603,36,2021-07-09,2024-05-04
8510,169,2020-07-30,2021-01-29
1628,33,2023-02-07,2024-06-08
3730,71,2021-08-20,2021-10-25
9206,185,2022-02-26,2023-12-15
1503,154,2020-04-22,2022-04-03
1150,117,2020-10-30,2022-01-08
7255,164,2024-04-24,2024-07-06
8811,11,2022-01-14,2022-03-19
1394,114,2023-02-18,2024-02-23
8045,97,2023-11-02,2024-04-26
1918,83,2022-01-01,2024-11-18
593,6,2023-09-19,2023-12-12
2386,139,2021-02-02,2022-02-08
869,163,2020-08-18,2022-04-20
4789,10,2020-12-21,2021-09-14
9905,107,2022-07-26,2024-04-21
9174,55,2021-04-15,2023-11-07
3856,106,2021-03-15,2023-05-27
5133,133,2022-12-30,2023-01-01
9469,55,2021-07-30,2024-05-18
4998,34,2024-05-15,2024-10-21
4570,174,2023-08-18,2024-07-26
2463,77,2021-01-13,2024-11-29
8564,16,2021-04-09,2024-11-20
6168,198,2023-05-25,2024-03-19
3815,92,2021-10-15,2022-09-01
9514,9,2020-03-19,2020-08-02
8792,110,2020-02-09,2020-08-10
5217,170,2023-06-13,2024-11-28
9460,133,2023-08-12,2024-04-03
3904,85,2023-01-21,2024-06-09
4173,184,2021-01-18,2021-03-07
268,45,2023-05-06,2024-04-15
6821,196,2024-01-03,2024-11-04
7267,133,2022-05-29,2024-03-28
542,11,2022-11-28,2024-05-07
5464,21,2022-07-09,2022-10-19
4769,9,2021-02-09,2021-10-27
116,50,2021-12-29,2023-11-06
5410,75,2022-08-28,2023-02-03
2776,17,2020-03-02,2020-03-26
6106,138,2021-06-12,2022-02-10
8628,196,2023-10-11,2023-12-28
3053,108,2020-08-10,2020-09-09
4294,139,2023-07-07,2024-02-11
8254,49,2021-08-24,2022-09-03
6700,147,2021-02-16,2022-05-18
2303,153,2022-03-10,2024-05-19
8534,66,2020-07-19,2022-03-13
6988,171,2022-01-24,2023-03-19
3387,150,2023-08-02,2023-11-30
4348,83,2020-04-18,2022-04-25
6930,99,2022-07-08,2023-08-03
9013,138,2021-05-17,2023-06-02
8098,93,2022-07-25,2024-02-10
4531,115,2021-12-25,2024-10-09
9741,176,2022-08-14,2024-05-03
2673,43,2022-10-02,2023-01-14
1410,27,2022-03-01,2023-03-26
3923,83,2023-08-17,2024-08-21
4085,188,2023-05-16,2024-03-25
7655,169,2020-05-04,2024-04-20
2094,32,2024-07-17,2024-11-26
2866,137,2023-08-08,2024-11-20
1127,83,2023-12-22,2024-08-15
8772,51,2022-06-21,2023-08-28
5027,116,2023-12-16,2024-02-24
6129,129,2021-09-02,2023-08-31
9405,32,2021-02-26,2023-10-17
1569,97,2023-11-16,2024-05-29
2196,49,2024-10-17,2024-12-27
8197,124,2023-02-20,2023-10-07
9619,166,2021-04-03,2022-11-14
52,174,2022-07-14,2024-08-25
6248,142,2020-01-20,2022-06-04
9559,125,2022-07-24,2024-12-10
5565,7,2021-10-12,2024-08-11
7770,136,2020-02-20,2022-12-02
8318,195,2023-10-14,2024-08-07
8617,138,2024-10-07,2024-10-17
1728,137,2022-02-06,2024-06-28
9018,19,2024-02-22,2024-09-10
361,46,2023-06-13,2023-09-20
9872,172,2022-07-15,2023-11-12
3306,168,2022-04-07,2022-09-07
8474,36,2020-06-03,2024-03-19
3618,50,2020-09-08,2023-10-28
7988,31,2021-04-08,2024-10-09
7955,141,2021-10-01,2024-12-18
1206,159,2020-10-23,2024-11-19
7059,58,2022-02-28,2023-12-27
4973,87,2022-06-07,2022-10-31
4305,91,2022-09-10,2024-07-22
5394,128,2024-05-22,2024-08-04
4930,36,2020-10-04,2022-04-04
4717,16,2023-02-18,2023-12-27
8305,18,2023-08-19,2024-03-01
5246,57,2020-02-22,2020-08-04
4763,152,2022-10-08,2024-06-22
3362,54,2022-09-28,2023-05-19
6072,67,2023-08-03,2024-10-09
160,38,2023-08-06,2024-10-12
3123,109,2022-04-24,2024-06-29
9262,119,2024-09-18,2024-10-24
8024,184,2023-03-20,2024-08-27
6676,91,2021-10-28,2023-03-10
7589,41,2022-05-01,2024-01-16
3797,134,2023-05-18,2023-07-26
2853,136,2024-02-02,2024-07-07
3231,193,2023-06-28,2023-07-01
4754,126,2022-12-05,2023-05-15
2356,71,2024-02-02,2024-09-14
9828,144,2021-08-24,2022-03-28
7699,90,2024-10-30,2024-12-19
7582,62,2023-11-14,2024-12-20
536,42,2024-04-01,2024-10-28
234,152,2024-04-06,2024-12-09
6648,63,2024-07-13,2024-10-01
7220,162,2024-11-06,2024-11-24
6640,136,2020-04-14,2024-12-16
6442,182,2024-08-18,2024-10-28
8267,56,2024-05-04,2024-07-19
7400,46,2021-03-31,2022-04-12
5286,28,2024-11-19,2025-01-01
8495,191,2024-08-27,2024-12-15
4170,105,2024-01-13,2024-03-02
9966,161,2023-10-22,2024-08-01
4081,191,2023-04-11,2023-09-18
3784,69,2024-01-06,2024-07-31
2543,125,2022-02-28,2022-08-07
1503,21,2020-06-13,2021-10-02
9916,86,2024-11-08,2024-11-18
5214,77,2024-01-31,2024-04-08
5074,9,2023-09-12,2023-10-25
7763,189,2022-09-12,2022-09-24
2094,146,2024-01-10,2024-07-21
833,1,2020-02-10,2023-04-17
5394,103,2020-05-23,2022-07-31
6693,64,2023-12-08,2024-06-08
1966,76,2024-08-05,2024-12-06
8491,162,2022-03-02,2023-10-02
1879,55,2023-08-19,2024-07-05
9260,106,2021-09-24,2023-02-05
401,125,2024-07-19,2024-08-20
2533,99,2022-01-19,2023-10-05
9001,83,2023-12-10,2024-04-01
7764,130,2023-05-18,2024-09-04
524,59,2021-07-16,2023-07-12
4904,6,2021-08-15,2023-12-21
1934,172,2023-08-09,2024-10-19
1109,139,2020-06-05,2020-06-30
7592,177,2022-01-27,2022-09-14
6476,151,2020-11-04,2024-02-23
4988,23,2021-08-10,2024-05-21
6322,40,2023-07-19,2024-02-01
1569,164,2023-09-10,2024-04-22
5754,136,2020-05-14,2021-03-31
3172,166,2020-06-09,2022-03-25
6787,177,2020-05-26,2024-02-22
7346,113,2022-04-07,2023-12-19
7482,188,2023-03-25,2023-10-27
4705,196,2023-09-26,2024-02-02
7927,108,2024-10-10,2024-12-08
6540,80,2024-03-11,2024-05-23
5729,164,2023-04-05,2024-11-14
2147,58,2020-05-08,2021-07-04
9692,38,2024-10-14,2024-11-10
3282,21,2020-10-28,2022-10-13
2129,126,2020-05-05,2022-10-31
239,93,2023-06-27,2024-02-27
7740,158,2020-01-24,2023-11-11
8127,47,2022-02-16,2024-09-16
3945,200,2023-10-23,2024-04-14
4522,183,2021-02-26,2022-05-31
8542,72,2022-01-09,2023-08-03
9769,134,2024-11-30,2024-12-31
69,167,2022-09-22,2022-10-31
2342,187,2024-12-15,2024-12-18
5085,31,2022-08-16,2022-11-07
4766,112,2024-12-24,2024-12-24
3417,103,2022-07-22,2024-07-08
6668,74,2023-09-16,2024-11-17
5118,136,2024-07-28,2024-11-26
2127,158,2022-07-23,2024-09-18
4217,16,2023-06-06,2024-05-18
8030,144,2022-04-29,2024-02-28
4674,183,2023-11-04,2024-07-24
6823,134,2022-09-17,2023-08-01
908,44,2020-01-17,2024-07-21
7974,200,2022-03-02,2024-03-21
2985,93,2022-02-19,2022-05-22
8956,64,2020-09-20,2023-01-24
4259,145,2020-01-05,2024-11-28
2396,151,2021-12-27,2023-04-10
6979,148,2024-01-03,2024-11-03
8273,174,2024-02-24,2024-05-15
2094,96,2024-02-15,2024-12-21
985,73,2021-04-23,2023-06-12
2340,113,2022-04-03,2022-09-21
4118,94,2022-07-09,2023-06-14
8998,9,2022-12-12,2023-08-08
2730,177,2021-06-14,2024-01-14
4506,122,2023-07-10,2023-12-18
3829,11,2023-04-07,2023-05-15
3643,36,2022-07-15,2023-03-05
5977,153,2020-08-29,2024-12-11
5725,90,2023-05-05,2024-04-22
688,60,2021-02-11,2022-08-20
6445,136,2022-02-17,2022-04-29
1129,94,2021-11-18,2024-04-04
4969,13,2020-04-03,2024-04-01
1577,161,2020-10-18,2021-12-25
5389,6,2020-04-21,2021-08-19
3440,129,2022-09-15,2024-11-18
7063,48,2020-12-10,2024-04-14
9867,139,2022-10-28,2023-05-20
2816,4,2023-08-11,2024-06-26
9292,153,2021-01-26,2024-06-24
1745,80,2020-04-02,2021-03-04
4149,69,2024-03-09,2024-07-24
7411,51,2022-07-11,2023-08-18
1430,77,2024-10-20,2024-11-25
3637,123,2020-04-14,2020-04-23
8117,31,2022-06-14,2023-11-17
7022,63,2024-12-08,2024-12-13
5360,84,2022-10-03,2023-03-27
7715,136,2024-04-13,2024-06-19
5029,98,2024-10-25,2024-12-12
3417,20,2021-05-18,2022-07-27
5617,171,2020-01-14,2022-03-29
2535,8,2020-12-22,2022-09-24
6347,77,2020-12-10,2021-02-04
249,67,2024-12-16,2024-12-27
1300,31,2021-08-24,2023-09-29
2979,152,2022-04-26,2023-03-04
7186,6,2023-10-24,2023-11-05
1905,74,2024-10-02,2024-11-01
1412,111,2022-01-28,2024-12-31
6319,198,2020-05-24,2020-11-18
8274,128,2024-11-05,2024-12-29
2990,166,2020-12-29,2022-12-21
7675,103,2020-07-23,2024-11-23
1060,200,2021-12-10,2022-04-07
3195,168,2024-04-01,2024-04-03
639,125,2023-06-29,2023-09-21
3559,188,2023-05-06,2024-11-30
6204,129,2021-06-08,2023-11-01
7251,32,2022-12-24,2023-02-12
4875,184,2024-03-20,2024-10-02
8653,130,2022-03-11,2024-03-26
6628,142,2023-11-24,2023-12-22
9077,196,2022-04-07,2024-04-15
4836,37,2023-07-30,2024-09-20
2150,118,2022-01-08,2023-05-20
3473,137,2023-10-18,2024-12-03
5430,90,2020-06-19,2021-01-25
6904,79,2023-04-08,2024-08-18
1511,188,2023-08-03,2024-04-03
9886,75,2021-12-15,2024-01-06
4724,22,2023-01-11,2023-04-12
5934,65,2023-11-29,2024-04-20
5989,61,2021-04-03,2024-03-28
3219,160,2023-01-20,2023-01-25
8947,147,2022-10-15,2024-08-22
9274,174,2023-01-22,2024-12-18
5229,66,2020-04-17,2023-01-24
6188,174,2022-07-26,2022-09-07
9484,176,2022-04-19,2024-05-21
1416,122,2021-05-19,2023-01-09
4895,73,2020-04-06,2022-07-30
7490,110,2024-10-18,2024-12-19
2974,108,2024-08-07,2024-10-12
6952,7,2021-10-05,2025-01-01
1937,84,2024-09-15,2024-10-19
786,24,2024-11-28,2024-12-25
6976,60,2024-04-20,2024-06-27
4415,148,2022-09-28,2022-10-19
4019,166,2023-07-13,2024-04-28
3519,109,2024-09-16,2024-12-02
8889,148,2021-01-05,2023-05-30
7594,25,2022-07-15,2024-03-15
9832,83,2020-04-25,2024-07-24
3776,18,2024-01-01,2024-11-13
9952,43,2023-07-04,2023-09-20
1899,196,2024-10-31,2024-12-22
9907,153,2021-05-18,2023-04-09
9863,51,2023-02-13,2024-07-20
8183,184,2020-10-17,2023-11-16
8933,3,2024-10-21,2024-10-22
2677,19,2024-11-01,2024-12-09
9048,182,2022-05-30,2022-08-01
194,112,2020-10-07,2024-11-25
5468,33,2023-08-07,2024-04-10
3325,115,2023-07-16,2024-09-09
6063,61,2020-09-25,2021-09-12
7350,170,2022-04-21,2023-02-08
3541,14,2023-01-24,2023-08-21
6658,71,2023-06-01,2024-12-19
3084,151,2022-08-24,2024-02-20
7605,117,2020-08-16,2021-04-01
1758,51,2024-10-07,2024-11-05
4809,77,2021-08-24,2022-07-17
2735,81,2023-04-13,2023-09-23
784,135,2022-11-27,2023-07-03
7475,179,2023-06-28,2023-09-24
8271,138,2021-07-12,2021-09-25
8753,198,2022-01-17,2024-09-12
4721,14,2021-06-11,2024-01-16
3372,27,2021-07-09,2023-09-17
1594,38,2024-08-02,2024-09-11
7641,10,2021-08-20,2022-01-18
2231,195,2020-05-05,2023-12-31
7326,76,2022-07-01,2023-03-21
8313,63,2023-02-14,2023-03-11
8287,52,2023-08-06,2024-05-14
4876,199,2024-03-24,2024-09-24
1783,188,2023-09-12,2023-10-18
3340,25,2022-07-19,2022-08-01
3622,94,2020-06-10,2022-08-17
2805,46,2020-07-24,2024-01-08
3517,21,2021-11-06,2024-01-04
2949,48,2021-01-05,2024-02-17
1493,55,2020-01-20,2020-12-07
7962,70,2024-10-25,2024-11-18
5555,15,2023-04-26,2024-10-13
8639,165,2021-08-24,2024-11-01
1028,180,2024-09-29,2024-11-09
189,2,2020-05-04,2024-05-04
945,28,2023-11-18,2024-11-17
1690,123,2023-04-18,2023-07-19
3259,170,2023-06-11,2024-02-26
23,189,2021-12-12,2024-08-22
3136,147,2022-11-17,2023-11-29
8609,151,2023-06-07,2024-07-06
1768,125,2022-11-26,2024-09-21
9727,114,2024-02-02,2024-06-12
8112,24,2023-01-05,2023-05-03
893,182,2022-06-22,2022-06-30
3750,171,2021-12-23,2024-01-21
5004,192,2022-05-20,2023-11-11
2350,150,2021-06-29,2021-12-07
784,170,2024-01-14,2024-02-23
9579,36,2023-02-23,2023-11-12
6893,43,2023-09-20,2023-10-07
4252,93,2024-01-17,2024-11-25
7388,39,2021-02-18,2022-03-30
6793,30,2023-07-29,2024-03-12
8937,21,2024-05-09,2024-05-26
1436,179,2023-04-20,2024-10-19
7632,159,2022-02-19,2024-08-09
1444,130,2021-05-15,2024-11-09
5794,74,2021-07-29,2023-12-07
2917,127,2022-12-15,2023-06-05
4745,139,2022-10-29,2023-02-17
8494,159,2022-03-01,2024-08-22
702,122,2023-03-21,2023-06-06
9365,69,2024-10-25,2024-12-12
845,128,2024-01-03,2024-05-17
4893,142,2021-04-13,2021-08-31
434,11,2021-05-24,2021-07-19
305,95,2022-03-08,2024-02-09
9928,131,2021-09-04,2023-06-22
7757,98,2021-02-19,2021-10-01
4509,121,2024-10-05,2024-11-13
5437,192,2021-10-15,2023-07-28
1752,83,2022-08-05,2024-08-16
7208,67,2021-08-07,2023-07-29
7640,98,2023-09-14,2024-09-09
7544,94,2023-02-13,2024-10-21
1830,150,2021-01-17,2021-06-06
1180,126,2024-06-09,2024-07-16
2875,137,2022-12-21,2024-08-10
7625,101,2020-09-28,2021-04-04
8399,187,2024-07-21,2024-10-04
3091,181,2023-07-03,2023-09-02
3898,10,2022-06-19,2024-06-15
9252,43,2022-03-24,2023-11-22
7900,42,2024-02-29,2024-07-15
8890,74,2023-10-12,2024-04-13
4295,32,2023-02-20,2024-07-28
2714,46,2021-10-10,2024-03-12
5703,122,2024-06-08,2024-07-14
3415,105,2023-12-03,2024-02-26
6641,185,2020-01-05,2022-06-17
4683,2,2022-08-06,2023-09-09
9780,51,2020-09-19,2023-10-17
554,189,2023-04-12,2024-10-13
7224,161,2020-09-08,2022-01-04
7121,199,2022-09-29,2024-08-20
4750,74,2021-03-02,2021-07-03
8577,166,2021-06-23,2021-10-16
4792,59,2022-09-04,2023-04-24
4409,71,2020-10-20,2022-10-31
5187,27,2023-09-01,2023-09-17
1770,117,2022-06-24,2023-01-02
6804,117,2023-10-09,2024-01-04
9282,112,2023-12-27,2024-01-15
6244,170,2023-05-19,2024-05-17
4458,131,2024-02-07,2024-08-23
9843,103,2024-11-21,2024-12-17
9689,109,2023-03-11,2023-10-09
3699,12,2023-01-16,2024-02-22
6264,171,2024-04-29,2024-06-30
329,119,2023-09-03,2024-08-24
1031,108,2021-09-23,2024-10-10
5956,8,2023-07-15,2024-05-14
1519,88,2024-01-19,2024-05-14
7713,125,2020-10-25,2023-09-08
2883,17,2021-07-08,2023-02-12
5572,139,2024-06-11,2024-07-08
2669,103,2024-12-10,2024-12-15
1768,88,2021-11-09,2023-01-26
7117,75,2022-11-30,2024-07-22
5788,97,2023-11-09,2024-05-25
8960,198,2020-02-23,2022-02-14
9069,147,2023-08-19,2023-09-21
1820,53,2021-09-09,2023-02-16
5482,24,2020-07-07,2023-09-20
2741,191,2021-07-20,2023-06-09
9909,166,2022-09-12,2023-04-14
9195,17,2022-10-20,2023-05-13
949,56,2022-01-18,2024-10-14
6348,138,2021-06-22,2024-04-05
1317,165,2023-04-11,2023-12-23
2765,20,2021-09-10,2023-12-15
4118,24,2023-02-05,2024-04-12
9617,36,2021-02-05,2023-06-02
9591,192,2022-07-08,2022-10-03
5460,54,2024-03-28,2024-05-22
1136,198,2023-08-16,2024-06-16
9670,124,2023-05-23,2024-02-05
944,113,2023-11-10,2023-12-23
3518,140,2024-01-12,2024-09-27
5447,19,2023-05-07,2024-07-05
852,119,2021-03-29,2023-05-18
7894,163,2021-09-21,2023-04-16
6869,88,2024-05-19,2024-06-18
2290,197,2022-05-11,2024-01-19
440,166,2024-09-11,2024-10-31
4184,18,2022-07-31,2024-12-19
5084,10,2020-04-01,2023-08-18
3941,69,2020-09-16,2021-06-02
3569,74,2023-04-26,2023-09-10
12,147,2023-09-30,2024-03-03
8863,83,2020-01-13,2024-11-18
1030,61,2022-09-23,2023-12-20
3394,83,2023-03-23,2024-01-07
6438,151,2021-11-05,2024-09-21
8947,187,2023-12-10,2024-09-19
413,147,2024-10-05,2024-11-10
301,88,2023-10-20,2024-03-01
8584,131,2021-03-31,2021-11-05
3945,137,2022-12-22,2023-11-30
8952,70,2024-05-05,2024-05-30
8715,137,2023-08-06,2023-10-30
960,76,2024-07-15,2024-12-31
7426,192,2022-08-09,2023-01-14
5314,133,2020-05-01,2022-08-10
9057,196,2020-03-03,2022-12-07
3514,170,2022-08-03,2024-11-17
2538,87,2022-09-15,2023-07-16
135,64,2021-05-20,2023-10-25
1088,142,2021-07-17,2023-01-02
464,67,2020-04-25,2022-07-23
95,111,2023-05-02,2024-07-30
3893,65,2023-07-14,2024-05-29
8331,50,2021-03-26,2024-10-20
3217,52,2023-06-23,2024-09-20
5432,21,2023-04-20,2024-08-13
2232,188,2024-06-04,2024-11-15
4744,38,2023-02-03,2024-02-07
5239,123,2020-05-13,2024-02-20
4540,97,2024-04-30,2024-05-21
9608,7,2024-06-25,2024-12-06
210,40,2022-03-15,2024-04-19
4146,83,2021-06-05,2022-02-18
4599,101,2022-08-19,2022-09-27
2918,89,2021-05-13,2024-07-07
724,142,2022-02-17,2024-10-21
5514,180,2024-06-29,2024-12-13
9423,94,2020-11-10,2024-01-22
9626,152,2024-03-16,2024-05-03
4945,185,2023-04-12,2023-07-03
1166,65,2021-08-16,2023-11-10
2248,84,2023-04-30,2024-11-06
8440,160,2020-06-02,2020-11-16
7412,105,2021-07-16,2023-04-13
6507,133,2021-11-27,2024-06-09
1850,122,2022-06-03,2024-03-11
5347,37,2020-06-10,2022-08-16
3327,31,2020-10-24,2020-12-09
2224,108,2023-03-06,2023-06-21
6618,75,2022-01-28,2023-08-10
9493,164,2021-08-26,2023-04-18
5677,190,2021-01-21,2021-09-11
8800,181,2021-05-11,2023-02-08
521,61,2022-04-20,2024-09-27
164,67,2024-08-13,2024-10-25
9190,95,2023-08-30,2024-12-06
9435,198,2021-04-30,2023-09-15
4575,29,2023-12-19,2024-11-13
9647,196,2023-06-21,2024-07-21
2005,71,2023-07-12,2024-10-05
9813,53,2020-03-25,2021-01-29
8120,18,2022-11-28,2024-06-04
8939,12,2024-04-23,2024-05-29
2052,7,2024-10-10,2024-12-20
3275,143,2020-08-22,2023-05-18
7791,187,2022-09-27,2023-02-08
5068,178,2023-09-01,2024-03-19
1470,139,2021-11-02,2023-12-16
2638,194,2024-06-21,2024-08-15
2576,94,2024-02-23,2024-03-19
653,95,2023-05-14,2024-05-16
5406,13,2022-02-11,2023-10-22
9005,156,2021-09-14,2024-10-27
4493,120,2023-04-21,2024-04-11
1467,105,2021-10-09,2022-04-19
7777,13,2022-04-08,2024-01-28
2865,30,2020-11-30,2023-08-23
8866,136,2021-11-26,2022-03-24
4706,141,2024-09-11,2024-11-09
5204,43,2023-07-15,2024-02-06
8989,154,2022-10-01,2024-05-30
1757,100,2022-12-21,2022-12-31
5289,56,2021-07-05,2023-01-08
8838,89,2022-04-22,2023-01-16
8388,63,2024-12-16,2024-12-22
2367,80,2022-10-06,2024-08-29
6439,30,2023-01-14,2024-05-10
1202,182,2022-01-19,2024-12-03
2324,64,2022-02-22,2024-05-07
24,38,2021-07-31,2024-01-18
7549,142,2024-07-09,2024-11-27
9527,139,2020-07-05,2023-12-18
5351,103,2024-01-20,2024-08-06
9227,46,2020-10-19,2021-09-05
5540,53,2020-01-05,2020-07-24
2926,168,2024-05-07,2024-11-03
4166,149,2024-08-06,2024-11-28
4954,200,2024-12-06,2024-12-25
5872,52,2021-11-13,2024-03-02
1634,45,2021-09-26,2023-12-31
2720,130,2021-11-18,2024-03-22
3148,2,2020-07-10,2020-11-07
6638,164,2023-01-30,2023-06-13
9332,159,2020-07-31,2024-01-19
9337,56,2020-05-06,2023-04-27
3818,31,2024-06-06,2024-06-18
1623,20,2021-01-30,2021-08-12
1540,5,2020-02-21,2020-11-13
2242,54,2021-02-02,2022-05-03
8796,101,2023-01-28,2024-12-31
3069,170,2022-06-11,2022-06-21
2266,6,2020-12-05,2023-08-23
5079,81,2024-10-23,2024-12-12
2125,143,2021-05-10,2023-11-05
5046,141,2020-04-29,2022-11-01
5904,157,2020-07-23,2023-08-21
1229,46,2022-05-22,2024-04-07
5825,33,2021-04-08,2023-11-15
6081,41,2023-04-25,2023-12-29
4200,32,2024-03-21,2024-05-07
9280,9,2024-02-08,2024-07-23
5493,72,2021-01-03,2023-04-28
8727,45,2022-08-30,2023-03-25
1436,64,2021-07-18,2024-04-01
5624,2,2023-12-21,2024-12-01
9794,27,2022-01-12,2024-08-03
