TaskID,TaskName,Description,StartDate,EndDate,Status
4058,Handle Billing,Handle port billing and invoicing.,2023-02-26,2024-11-29,In Progress
4059,Coordinate Shipping,Coordinate with shipping companies.,2021-06-04,2023-12-29,Empty
4060,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2024-06-25,2024-09-30,In Progress
4061,Supervise Container Storage,Supervise container storage.,2022-07-10,2023-01-06,Complete
4062,Oversee Cargo Inspections,Oversee cargo inspections.,2023-07-02,2023-12-11,Complete
4063,Manage Ship Departure,Manage ship departure logistics.,2022-06-24,2022-11-03,Complete
4064,Inspect Containers,Inspect containers for damage.,2022-01-07,2023-05-14,Complete
4065,Prepare Performance Reports,Prepare port performance reports.,2021-02-10,2023-09-13,Empty
4066,Handle Security,Handle port security procedures.,2022-03-03,2024-06-08,Empty
4067,Handle Billing,Handle port billing and invoicing.,2023-02-18,2023-11-20,Empty
4068,Monitor Cargo Inventory,Monitor cargo inventory.,2024-09-12,2024-11-05,Empty
4069,Coordinate with Customs,Coordinate with customs officers.,2022-01-26,2024-07-30,In Progress
4070,Supervise Loading Process,Supervise the loading and unloading process.,2020-05-25,2021-11-18,Empty
4071,Operate Cranes,Operate cranes and other port equipment.,2022-04-28,2023-02-09,Empty
4072,Ensure Compliance,Ensure compliance with port regulations.,2023-08-30,2023-12-23,Empty
4073,Coordinate with Customs,Coordinate with customs officers.,2020-10-11,2022-09-08,Complete
4074,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2023-12-06,2024-08-09,Complete
4075,Handle Customs Clearance,Handle port customs clearance.,2020-06-02,2023-09-03,Empty
4076,Track Container Locations,Track container locations on-site.,2024-08-22,2024-09-14,Complete
4077,Assist with Cargo Consolidation,Assist with cargo consolidation.,2021-04-26,2024-11-27,Empty
4078,Oversee Cargo Inspections,Oversee cargo inspections.,2020-01-28,2020-04-13,Complete
4079,Supervise Dock Workers,Supervise dock workers.,2024-04-24,2024-04-25,In Progress
4080,Handle Billing,Handle port billing and invoicing.,2021-07-18,2024-04-21,Complete
4081,Ensure Safe Unloading,Ensure safe unloading operations.,2020-02-15,2021-08-04,Complete
4082,Handle Billing,Handle port billing and invoicing.,2024-01-26,2024-10-27,In Progress
4083,Inspect Containers,Inspect containers for damage.,2020-01-25,2023-04-12,In Progress
4084,Coordinate Safety Drills,Coordinate port safety drills.,2021-09-15,2024-06-14,Complete
4085,Ensure Safe Unloading,Ensure safe unloading operations.,2022-03-29,2022-05-11,In Progress
4086,Monitor Container Movement,Monitor container movements.,2022-11-19,2023-04-06,Complete
4087,Coordinate Safety Drills,Coordinate port safety drills.,2022-12-27,2023-08-13,Empty
4088,Manage Resources,Ensure efficient use of port resources.,2022-06-23,2023-12-16,In Progress
4089,Ensure Safe Unloading,Ensure safe unloading operations.,2023-03-04,2023-11-06,Complete
4090,Monitor Loading Progress,Monitor vessel loading progress.,2023-01-14,2024-10-04,Complete
4091,Coordinate Safety Drills,Coordinate port safety drills.,2022-11-11,2024-10-09,Complete
4092,Prepare Performance Reports,Prepare port performance reports.,2024-02-02,2024-03-10,Complete
4093,Manage Resources,Ensure efficient use of port resources.,2024-03-21,2024-04-13,Complete
4094,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2021-10-09,2021-12-28,Empty
4095,Inspect Containers,Inspect containers for damage.,2024-02-14,2024-12-21,Empty
4096,Track Shipping Docs,Track shipping documents.,2022-03-28,2022-12-11,Empty
4097,Oversee Cargo Inspections,Oversee cargo inspections.,2022-03-12,2024-04-14,In Progress
4098,Supervise Turnaround Times,Supervise vessel turnaround times.,2024-08-21,2024-09-24,Empty
4099,Prepare Performance Reports,Prepare port performance reports.,2023-04-26,2023-12-19,In Progress
4100,Monitor Container Movement,Monitor container movements.,2023-09-14,2024-11-26,Empty
4101,Coordinate Shipping,Coordinate with shipping companies.,2020-06-07,2024-07-22,Complete
4102,Load Cargo,Load cargo onto ships.,2024-03-04,2024-06-03,Empty
4103,Track Shipping Docs,Track shipping documents.,2024-03-13,2024-11-01,In Progress
4104,Handle Billing,Handle port billing and invoicing.,2022-10-21,2024-10-26,Empty
4105,Handle Billing,Handle port billing and invoicing.,2023-02-07,2024-08-14,Empty
4106,Monitor Loading Progress,Monitor vessel loading progress.,2020-05-06,2023-12-14,In Progress
4107,Ensure Proper Stowage,Ensure proper stowage of containers.,2024-06-06,2024-10-11,Complete
4108,Track Shipping Docs,Track shipping documents.,2023-01-18,2023-02-23,Empty
4109,Coordinate Shipping,Coordinate with shipping companies.,2021-10-27,2024-04-11,In Progress
4110,Document Shipments,Ensure proper documentation for shipments.,2020-09-30,2022-04-27,Empty
4111,Supervise Container Storage,Supervise container storage.,2021-09-26,2024-09-20,In Progress
4112,Prepare Performance Reports,Prepare port performance reports.,2023-09-20,2024-12-19,In Progress
4113,Ensure Proper Stowage,Ensure proper stowage of containers.,2021-01-19,2021-06-29,In Progress
4114,Coordinate Shipping,Coordinate with shipping companies.,2021-11-30,2022-08-17,Empty
4115,Inspect Containers,Inspect containers for damage.,2022-03-14,2024-01-30,Empty
4116,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2024-05-25,2024-11-22,In Progress
4117,Ensure Compliance,Ensure compliance with port regulations.,2020-11-04,2023-02-10,In Progress
4118,Handle Billing,Handle port billing and invoicing.,2024-12-23,2024-12-26,In Progress
4119,Plan Docking Schedules,Plan ship docking schedules.,2023-12-17,2024-05-25,Complete
4120,Load Cargo,Load cargo onto ships.,2022-05-03,2022-10-30,Empty
4121,Supervise Turnaround Times,Supervise vessel turnaround times.,2023-06-29,2023-07-08,Complete
4122,Track Container Locations,Track container locations on-site.,2022-08-13,2022-11-22,In Progress
4123,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2021-10-23,2024-05-25,In Progress
4124,Manage Resources,Ensure efficient use of port resources.,2022-07-02,2024-08-15,Complete
4125,Assist with Cargo Consolidation,Assist with cargo consolidation.,2023-01-22,2024-07-04,Complete
4126,Plan Docking Schedules,Plan ship docking schedules.,2022-10-01,2024-06-11,Complete
4127,Inspect Containers,Inspect containers for damage.,2021-08-27,2024-04-22,Empty
4128,Handle Customs Clearance,Handle port customs clearance.,2021-05-14,2024-11-15,Complete
4129,Handle Security,Handle port security procedures.,2020-01-13,2022-06-02,In Progress
4130,Load Cargo,Load cargo onto ships.,2021-05-05,2022-08-18,Complete
4131,Document Shipments,Ensure proper documentation for shipments.,2023-03-23,2023-04-26,Empty
4132,Coordinate Safety Drills,Coordinate port safety drills.,2022-06-19,2022-11-08,In Progress
4133,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2024-11-28,2024-12-01,In Progress
4134,Check Vessel Schedules,Check vessel arrival schedules.,2022-06-01,2022-09-22,Complete
4135,Manage Berth Allocation,Manage berth allocation.,2021-07-14,2021-12-18,In Progress
4136,Track Container Locations,Track container locations on-site.,2021-07-25,2023-12-15,Empty
4137,Supervise Loading Process,Supervise the loading and unloading process.,2022-09-02,2023-07-07,Complete
4138,Document Shipments,Ensure proper documentation for shipments.,2021-10-18,2023-05-28,In Progress
4139,Supervise Container Storage,Supervise container storage.,2021-11-12,2022-09-22,Complete
4140,Load Cargo,Load cargo onto ships.,2021-09-19,2024-08-01,In Progress
4141,Manage Resources,Ensure efficient use of port resources.,2023-09-14,2024-04-10,Empty
4142,Assist with Cargo Consolidation,Assist with cargo consolidation.,2024-07-04,2024-08-08,Empty
4143,Load Cargo,Load cargo onto ships.,2021-05-05,2024-01-18,Empty
4144,Manage Ship Departure,Manage ship departure logistics.,2022-03-14,2024-02-14,Empty
4145,Track Container Locations,Track container locations on-site.,2021-01-31,2023-12-15,In Progress
4146,Track Shipping Docs,Track shipping documents.,2021-07-19,2022-03-07,Complete
4147,Handle Security,Handle port security procedures.,2024-04-27,2024-06-19,Complete
4148,Coordinate with Customs,Coordinate with customs officers.,2023-06-02,2023-07-25,Empty
4149,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2024-10-25,2024-10-26,In Progress
4150,Supervise Container Storage,Supervise container storage.,2024-01-04,2024-05-21,Complete
4151,Plan Docking Schedules,Plan ship docking schedules.,2022-11-29,2024-03-19,Complete
4152,Plan Docking Schedules,Plan ship docking schedules.,2021-06-11,2022-06-09,In Progress
4153,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2021-10-23,2023-08-28,Complete
4154,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2023-11-25,2024-03-02,Empty
4155,Manage Ship Departure,Manage ship departure logistics.,2023-04-28,2024-08-03,Complete
4156,Coordinate Shipping,Coordinate with shipping companies.,2024-06-14,2024-12-17,In Progress
4157,Supervise Dock Workers,Supervise dock workers.,2023-03-02,2023-05-14,In Progress
4158,Handle Customs Clearance,Handle port customs clearance.,2022-11-02,2023-11-17,Empty
4159,Load Cargo,Load cargo onto ships.,2023-11-09,2024-10-29,In Progress
4160,Monitor Loading Progress,Monitor vessel loading progress.,2024-06-20,2024-11-24,Complete
4161,Prepare Performance Reports,Prepare port performance reports.,2024-07-20,2024-11-06,Complete
4162,Track Shipping Docs,Track shipping documents.,2022-04-27,2024-05-19,Empty
4163,Manage Ship Departure,Manage ship departure logistics.,2023-02-24,2024-10-22,Complete
4164,Supervise Container Storage,Supervise container storage.,2020-07-06,2024-08-27,In Progress
4165,Coordinate Safety Drills,Coordinate port safety drills.,2023-07-30,2024-01-20,In Progress
4166,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2022-01-01,2023-11-15,Empty
4167,Manage Resources,Ensure efficient use of port resources.,2021-02-24,2023-07-16,Complete
4168,Ensure Compliance,Ensure compliance with port regulations.,2022-04-01,2024-04-10,Complete
4169,Track Shipping Docs,Track shipping documents.,2021-03-09,2022-05-16,In Progress
4170,Document Shipments,Ensure proper documentation for shipments.,2022-09-24,2024-05-20,Empty
4171,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2020-06-20,2023-08-27,In Progress
4172,Track Container Locations,Track container locations on-site.,2022-12-04,2024-08-23,Empty
4173,Plan Docking Schedules,Plan ship docking schedules.,2023-05-02,2024-03-07,Empty
4174,Assist with Cargo Consolidation,Assist with cargo consolidation.,2020-10-07,2021-01-15,In Progress
4175,Handle Billing,Handle port billing and invoicing.,2020-02-28,2020-10-21,Empty
4176,Inspect Containers,Inspect containers for damage.,2020-11-16,2022-12-24,Complete
4177,Inspect Containers,Inspect containers for damage.,2024-03-24,2024-09-14,In Progress
4178,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2020-05-12,2023-12-19,In Progress
4179,Supervise Container Storage,Supervise container storage.,2021-04-08,2022-10-24,Empty
4180,Coordinate Shipping,Coordinate with shipping companies.,2021-06-18,2023-10-29,Complete
4181,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2022-05-09,2023-11-20,In Progress
4182,Manage Berth Allocation,Manage berth allocation.,2024-12-15,2024-12-18,Empty
4183,Check Vessel Schedules,Check vessel arrival schedules.,2023-12-01,2024-12-09,Empty
4184,Coordinate Shipping,Coordinate with shipping companies.,2023-07-13,2024-03-01,Empty
4185,Operate Cranes,Operate cranes and other port equipment.,2022-12-13,2024-05-30,Empty
4186,Monitor Cargo Inventory,Monitor cargo inventory.,2020-01-30,2023-02-21,Empty
4187,Coordinate with Customs,Coordinate with customs officers.,2023-01-17,2023-10-24,Complete
4188,Monitor Loading Progress,Monitor vessel loading progress.,2023-11-24,2024-09-23,In Progress
4189,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2021-02-26,2024-12-17,Empty
4190,Track Container Locations,Track container locations on-site.,2020-11-20,2023-10-10,Empty
4191,Supervise Container Storage,Supervise container storage.,2020-08-23,2023-10-18,In Progress
4192,Supervise Container Storage,Supervise container storage.,2022-03-10,2023-05-25,Complete
4193,Handle Customs Clearance,Handle port customs clearance.,2023-03-22,2024-07-06,Complete
4194,Monitor Loading Progress,Monitor vessel loading progress.,2024-06-01,2024-12-12,Complete
4195,Ensure Safe Unloading,Ensure safe unloading operations.,2021-09-18,2023-02-10,In Progress
4196,Track Container Locations,Track container locations on-site.,2024-01-25,2024-02-21,Empty
4197,Monitor Cargo Inventory,Monitor cargo inventory.,2022-04-11,2023-12-01,Complete
4198,Monitor Loading Progress,Monitor vessel loading progress.,2023-12-31,2024-03-25,In Progress
4199,Supervise Loading Process,Supervise the loading and unloading process.,2022-05-12,2023-05-24,In Progress
4200,Supervise Loading Process,Supervise the loading and unloading process.,2023-10-28,2023-11-06,Empty
4201,Load Cargo,Load cargo onto ships.,2022-12-19,2024-09-16,In Progress
4202,Coordinate Safety Drills,Coordinate port safety drills.,2021-04-14,2021-08-17,Complete
4203,Oversee Cargo Inspections,Oversee cargo inspections.,2024-01-21,2024-08-28,Empty
4204,Assist with Cargo Consolidation,Assist with cargo consolidation.,2024-06-25,2024-12-24,Empty
4205,Track Container Locations,Track container locations on-site.,2022-11-16,2023-09-29,Empty
4206,Supervise Container Storage,Supervise container storage.,2022-05-07,2024-03-07,In Progress
4207,Supervise Turnaround Times,Supervise vessel turnaround times.,2024-06-03,2024-12-26,In Progress
4208,Prepare Performance Reports,Prepare port performance reports.,2020-01-24,2024-07-30,Empty
4209,Ensure Proper Stowage,Ensure proper stowage of containers.,2022-11-09,2023-10-30,Empty
4210,Monitor Loading Progress,Monitor vessel loading progress.,2023-11-25,2023-12-26,Empty
4211,Prepare Performance Reports,Prepare port performance reports.,2020-08-31,2024-12-22,In Progress
4212,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2022-07-02,2022-10-17,Empty
4213,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2021-07-03,2023-11-17,In Progress
4214,Check Vessel Schedules,Check vessel arrival schedules.,2020-11-03,2023-02-09,Complete
4215,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2023-06-22,2024-03-15,Complete
4216,Assist with Cargo Consolidation,Assist with cargo consolidation.,2024-09-21,2024-11-19,In Progress
4217,Load Cargo,Load cargo onto ships.,2023-05-09,2023-10-28,Complete
4218,Supervise Container Storage,Supervise container storage.,2024-12-16,2024-12-24,In Progress
4219,Oversee Cargo Inspections,Oversee cargo inspections.,2024-03-24,2024-10-07,In Progress
4220,Coordinate with Customs,Coordinate with customs officers.,2020-06-04,2021-07-13,Complete
4221,Plan Docking Schedules,Plan ship docking schedules.,2020-09-25,2022-10-25,Complete
4222,Supervise Turnaround Times,Supervise vessel turnaround times.,2020-05-18,2022-03-18,Complete
4223,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2023-10-23,2024-04-08,In Progress
4224,Operate Cranes,Operate cranes and other port equipment.,2024-10-17,2024-11-08,In Progress
4225,Supervise Loading Process,Supervise the loading and unloading process.,2020-08-30,2023-12-25,Empty
4226,Supervise Loading Process,Supervise the loading and unloading process.,2022-12-14,2023-02-04,Empty
4227,Ensure Proper Stowage,Ensure proper stowage of containers.,2024-03-11,2024-06-27,Complete
4228,Ensure Compliance,Ensure compliance with port regulations.,2023-03-12,2024-08-18,Empty
4229,Track Shipping Docs,Track shipping documents.,2020-03-19,2024-04-25,Complete
4230,Operate Cranes,Operate cranes and other port equipment.,2020-03-30,2021-04-28,Empty
4231,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2022-12-29,2023-05-09,Empty
4232,Prepare Performance Reports,Prepare port performance reports.,2024-12-04,2024-12-10,In Progress
4233,Unload Cargo,Unload cargo from ships.,2022-12-13,2023-05-07,Complete
4234,Ensure Safe Unloading,Ensure safe unloading operations.,2022-02-01,2023-06-02,In Progress
4235,Check Vessel Schedules,Check vessel arrival schedules.,2020-02-23,2022-09-05,Empty
4236,Monitor Container Movement,Monitor container movements.,2022-12-14,2024-05-23,Complete
4237,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2021-01-12,2024-10-04,Empty
4238,Track Shipping Docs,Track shipping documents.,2020-01-28,2022-06-23,Complete
4239,Prepare Performance Reports,Prepare port performance reports.,2021-12-04,2022-07-07,Empty
4240,Handle Security,Handle port security procedures.,2021-04-17,2021-10-25,Empty
4241,Monitor Loading Progress,Monitor vessel loading progress.,2021-04-02,2022-04-13,In Progress
4242,Handle Security,Handle port security procedures.,2021-07-12,2024-10-04,Complete
4243,Handle Customs Clearance,Handle port customs clearance.,2023-05-20,2023-05-27,Complete
4244,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2024-05-08,2024-08-28,Empty
4245,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2020-11-12,2022-08-03,Complete
4246,Track Shipping Docs,Track shipping documents.,2022-04-18,2023-10-10,In Progress
4247,Inspect Containers,Inspect containers for damage.,2021-04-14,2022-05-28,Complete
4248,Track Shipping Docs,Track shipping documents.,2022-07-25,2023-05-16,In Progress
4249,Document Shipments,Ensure proper documentation for shipments.,2023-11-13,2024-09-14,Complete
4250,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2021-03-13,2024-12-30,In Progress
4251,Supervise Container Storage,Supervise container storage.,2022-07-08,2022-10-11,Complete
4252,Assist with Cargo Consolidation,Assist with cargo consolidation.,2022-07-01,2024-12-10,Empty
4253,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2023-09-09,2023-12-21,In Progress
4254,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2024-08-15,2024-12-29,Empty
4255,Supervise Dock Workers,Supervise dock workers.,2022-09-25,2022-12-25,Empty
4256,Monitor Loading Progress,Monitor vessel loading progress.,2021-04-29,2023-03-07,Empty
4257,Load Cargo,Load cargo onto ships.,2020-06-08,2021-11-29,Complete
4258,Coordinate Safety Drills,Coordinate port safety drills.,2022-11-24,2023-05-12,Complete
4259,Manage Ship Departure,Manage ship departure logistics.,2021-08-16,2022-03-30,In Progress
4260,Monitor Cargo Inventory,Monitor cargo inventory.,2021-11-19,2022-12-13,In Progress
4261,Track Container Locations,Track container locations on-site.,2020-12-10,2021-04-02,Empty
4262,Ensure Compliance,Ensure compliance with port regulations.,2024-10-06,2024-11-16,Empty
4263,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-02-23,2023-05-19,In Progress
4264,Handle Security,Handle port security procedures.,2024-11-30,2024-12-16,In Progress
4265,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2024-12-25,2024-12-31,Complete
4266,Ensure Safe Unloading,Ensure safe unloading operations.,2022-07-08,2024-07-29,Empty
4267,Handle Security,Handle port security procedures.,2024-10-13,2024-11-16,Complete
4268,Operate Cranes,Operate cranes and other port equipment.,2020-01-01,2022-11-19,Empty
4269,Supervise Dock Workers,Supervise dock workers.,2022-06-18,2022-07-16,In Progress
4270,Monitor Cargo Inventory,Monitor cargo inventory.,2024-06-22,2024-09-03,In Progress
4271,Check Vessel Schedules,Check vessel arrival schedules.,2024-01-28,2024-07-31,Complete
4272,Coordinate Shipping,Coordinate with shipping companies.,2021-01-29,2023-07-06,In Progress
4273,Ensure Safe Unloading,Ensure safe unloading operations.,2022-02-06,2022-02-06,In Progress
4274,Handle Billing,Handle port billing and invoicing.,2020-05-04,2021-05-31,In Progress
4275,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2024-03-23,2024-04-15,Empty
4276,Supervise Dock Workers,Supervise dock workers.,2024-10-25,2024-12-24,Empty
4277,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2021-07-30,2024-07-03,Complete
4278,Manage Ship Departure,Manage ship departure logistics.,2023-06-30,2024-05-28,In Progress
4279,Coordinate with Customs,Coordinate with customs officers.,2020-05-08,2022-05-06,In Progress
4280,Assist with Cargo Consolidation,Assist with cargo consolidation.,2020-04-20,2022-07-11,Empty
4281,Monitor Cargo Inventory,Monitor cargo inventory.,2023-04-27,2023-10-17,In Progress
4282,Ensure Proper Stowage,Ensure proper stowage of containers.,2020-12-01,2023-01-31,In Progress
4283,Ensure Compliance,Ensure compliance with port regulations.,2022-07-24,2022-08-17,Complete
4284,Supervise Container Storage,Supervise container storage.,2020-05-23,2021-09-28,Complete
4285,Track Shipping Docs,Track shipping documents.,2022-09-10,2024-04-15,Complete
4286,Handle Billing,Handle port billing and invoicing.,2020-12-07,2023-04-24,In Progress
4287,Oversee Cargo Inspections,Oversee cargo inspections.,2022-07-07,2022-12-15,Empty
4288,Assist with Cargo Consolidation,Assist with cargo consolidation.,2021-03-25,2022-06-19,Complete
4289,Handle Billing,Handle port billing and invoicing.,2024-10-09,2024-11-27,Empty
4290,Supervise Loading Process,Supervise the loading and unloading process.,2024-11-17,2024-11-22,In Progress
4291,Manage Ship Departure,Manage ship departure logistics.,2022-11-27,2024-06-14,In Progress
4292,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2020-12-23,2023-11-09,In Progress
4293,Manage Resources,Ensure efficient use of port resources.,2021-07-25,2024-03-01,Empty
4294,Assist with Cargo Consolidation,Assist with cargo consolidation.,2020-12-15,2022-12-21,Complete
4295,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2024-01-21,2024-12-26,In Progress
4296,Prepare Performance Reports,Prepare port performance reports.,2024-02-10,2024-05-19,Complete
4297,Manage Berth Allocation,Manage berth allocation.,2024-07-21,2024-12-29,Empty
4298,Monitor Loading Progress,Monitor vessel loading progress.,2023-07-08,2024-04-08,Empty
4299,Handle Customs Clearance,Handle port customs clearance.,2023-06-17,2024-12-16,Empty
4300,Inspect Containers,Inspect containers for damage.,2022-12-28,2024-12-05,Empty
4301,Inspect Containers,Inspect containers for damage.,2023-09-24,2023-11-08,Complete
4302,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2022-09-08,2023-01-31,Empty
4303,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2022-11-22,2023-10-19,In Progress
4304,Load Cargo,Load cargo onto ships.,2021-01-12,2021-02-06,In Progress
4305,Handle Billing,Handle port billing and invoicing.,2021-03-27,2023-03-27,In Progress
4306,Supervise Turnaround Times,Supervise vessel turnaround times.,2023-03-12,2024-10-29,In Progress
4307,Manage Berth Allocation,Manage berth allocation.,2024-09-10,2024-09-26,Complete
4308,Monitor Container Movement,Monitor container movements.,2023-01-21,2023-06-12,In Progress
4309,Unload Cargo,Unload cargo from ships.,2023-05-25,2023-10-27,Empty
4310,Inspect Containers,Inspect containers for damage.,2022-12-02,2024-11-13,Empty
4311,Handle Customs Clearance,Handle port customs clearance.,2022-05-28,2023-10-31,Empty
4312,Monitor Loading Progress,Monitor vessel loading progress.,2022-08-31,2023-12-15,In Progress
4313,Coordinate Safety Drills,Coordinate port safety drills.,2020-08-13,2022-09-06,In Progress
4314,Monitor Cargo Inventory,Monitor cargo inventory.,2022-05-10,2024-10-14,In Progress
4315,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2021-12-12,2022-05-03,Empty
4316,Coordinate Shipping,Coordinate with shipping companies.,2023-10-29,2023-12-25,Complete
4317,Coordinate Safety Drills,Coordinate port safety drills.,2021-08-11,2023-11-23,Complete
4318,Supervise Dock Workers,Supervise dock workers.,2021-11-04,2023-08-18,Complete
4319,Ensure Proper Stowage,Ensure proper stowage of containers.,2024-01-20,2024-10-25,Complete
4320,Supervise Dock Workers,Supervise dock workers.,2024-09-01,2024-10-18,Complete
4321,Supervise Turnaround Times,Supervise vessel turnaround times.,2024-06-16,2024-12-18,Empty
4322,Ensure Proper Stowage,Ensure proper stowage of containers.,2023-04-08,2023-09-17,In Progress
4323,Monitor Loading Progress,Monitor vessel loading progress.,2023-10-21,2024-07-05,In Progress
4324,Monitor Cargo Inventory,Monitor cargo inventory.,2023-07-02,2023-07-28,In Progress
4325,Track Container Locations,Track container locations on-site.,2020-09-18,2024-01-07,Empty
4326,Coordinate Shipping,Coordinate with shipping companies.,2021-10-24,2023-07-27,Empty
4327,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2024-08-12,2024-12-27,Complete
4328,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2020-09-09,2024-07-27,In Progress
4329,Inspect Containers,Inspect containers for damage.,2023-01-31,2024-12-26,Complete
4330,Monitor Loading Progress,Monitor vessel loading progress.,2023-08-24,2024-02-22,In Progress
4331,Supervise Loading Process,Supervise the loading and unloading process.,2024-07-23,2024-10-16,Complete
4332,Monitor Loading Progress,Monitor vessel loading progress.,2021-04-03,2022-11-08,Complete
4333,Monitor Container Movement,Monitor container movements.,2021-08-19,2022-12-20,Empty
4334,Inspect Containers,Inspect containers for damage.,2022-07-06,2024-02-26,Complete
4335,Track Container Locations,Track container locations on-site.,2021-11-26,2024-09-19,Complete
4336,Monitor Container Movement,Monitor container movements.,2020-04-18,2022-10-15,Empty
4337,Load Cargo,Load cargo onto ships.,2022-09-27,2023-09-13,Complete
4338,Monitor Container Movement,Monitor container movements.,2024-11-22,2024-12-12,In Progress
4339,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2020-05-23,2021-06-05,In Progress
4340,Check Vessel Schedules,Check vessel arrival schedules.,2021-02-18,2024-06-20,Empty
4341,Load Cargo,Load cargo onto ships.,2021-06-16,2021-08-15,Empty
4342,Manage Resources,Ensure efficient use of port resources.,2024-12-27,2024-12-29,In Progress
4343,Oversee Cargo Inspections,Oversee cargo inspections.,2022-03-03,2023-04-15,Complete
4344,Monitor Cargo Inventory,Monitor cargo inventory.,2023-12-07,2024-10-24,Empty
4345,Inspect Containers,Inspect containers for damage.,2023-10-15,2024-03-07,Complete
4346,Track Container Locations,Track container locations on-site.,2022-11-14,2023-10-16,Complete
4347,Plan Docking Schedules,Plan ship docking schedules.,2023-06-10,2024-10-03,Complete
4348,Prepare Performance Reports,Prepare port performance reports.,2022-07-29,2023-01-09,Empty
4349,Handle Customs Clearance,Handle port customs clearance.,2021-12-05,2021-12-31,Complete
4350,Supervise Turnaround Times,Supervise vessel turnaround times.,2023-11-25,2024-06-20,Empty
4351,Supervise Dock Workers,Supervise dock workers.,2022-12-19,2024-02-05,Empty
4352,Assist with Cargo Consolidation,Assist with cargo consolidation.,2023-11-15,2024-09-12,Complete
4353,Check Vessel Schedules,Check vessel arrival schedules.,2022-05-12,2023-09-28,Complete
4354,Assist with Cargo Consolidation,Assist with cargo consolidation.,2020-08-05,2020-12-07,Empty
4355,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2023-12-24,2024-09-17,Empty
4356,Monitor Container Movement,Monitor container movements.,2023-03-11,2023-03-26,Complete
4357,Operate Cranes,Operate cranes and other port equipment.,2024-06-04,2024-10-27,Complete
4358,Coordinate Safety Drills,Coordinate port safety drills.,2022-07-06,2024-02-25,Complete
4359,Ensure Proper Stowage,Ensure proper stowage of containers.,2024-03-16,2024-11-17,In Progress
4360,Monitor Cargo Inventory,Monitor cargo inventory.,2021-02-24,2023-08-02,In Progress
4361,Track Container Locations,Track container locations on-site.,2023-01-25,2023-07-19,Empty
4362,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2021-07-01,2023-11-02,In Progress
4363,Coordinate Shipping,Coordinate with shipping companies.,2022-09-22,2023-07-15,In Progress
4364,Document Shipments,Ensure proper documentation for shipments.,2022-02-13,2024-11-21,In Progress
4365,Handle Billing,Handle port billing and invoicing.,2021-11-21,2024-08-10,In Progress
4366,Oversee Cargo Inspections,Oversee cargo inspections.,2024-01-20,2024-04-11,In Progress
4367,Plan Docking Schedules,Plan ship docking schedules.,2024-07-01,2024-08-06,Empty
4368,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-05-28,2024-01-24,Complete
4369,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2021-02-20,2021-11-27,In Progress
4370,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2024-05-11,2024-07-30,Complete
4371,Track Container Locations,Track container locations on-site.,2020-11-24,2021-10-27,In Progress
4372,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2020-09-27,2021-01-22,In Progress
